ID	Speech	action_code	action_only	num_lines_before	num_lines_after	anno_before	anno_after	num_lines_last_mvmt	max_repeated_word	count_uppercase_words	period	comma	semicolon	hyphen	total_words	question	apostrophe	exclamation	big_action_only	speaker_action_only	speaker_big_action_only	speaker_action_code	WRB 	WPSS	WP 	WDT 	VBZ 	VBP 	VBN 	VBG 	VBD 	VB 	UH 	TO 	SYM 	RP 	RBS 	RBR 	RB 	PRPSS	PRP 	POS 	PDT 	NNS 	NNPS 	NNP 	NN 	MD 	LS 	JJS 	JJR 	JJ 	IN 	FW 	EX 	DT 	CD 	CC 	speakerpostn	numcharsonstage	BERNARDO	CORNELIUS	FRANCISCO	GHOST	GUILDENSTERN	HAMLET	HORATIO	KINGCLAUDIUS	LAERTES	LORDPOLONIUS	LUCIANUS	MARCELLUS	OPHELIA	OSRIC	PRINCEFORTINBRAS	QUEENGERTRUDE	REYNALDO	ROSENCRANTZ	VOLTIMAND	Random1	Random2	Random3	Random4	Random5	Random6	Random7	Random8	Random9	Random10	fight_in_general	point	look	run_walk_jog	handle_object	sit_stand_lie_down_kneel	gestures	new_big_actions	neg_big_actions	sortbig	sortany	sortwalk	sortfight	sortpoint	sortlook	sorthandle	sortposture	sortgesture	sortbig_rand	sortany_rand	sortwalk_rand	sortfight_rand	sortpoint_rand	sortlook_rand	sorthandle_rand	sortposture_rand	sortgesture_rand	firstpos	secondpos	thirdpos	fourthpos	fifthpos	sixthpos	seventhpos	eighthpos	ninethpos	tenthpos	eleventhpos	twelfthpos	thirteenthpos	fourteenthpos	fifteenthpos	POS_sentence
1414	"Is it not monstrous that this player here,"	14	1	2	56	0	0	1	2	0	0	1	0	0	8	0	0	0	1	1	1	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0																						2969	3254	3904	3216	162	2543	2352	3679	191	306	0	0	0	0	0	1	0	1	1	2969	2969	2969	2969	2969	2969	2969	2969	2969	2969	2969	2969	2969	2969	2969	2969	2969	2969	VBZ	PRP	RB	JJ	IN	DT	NN	.								VBZ PRP RB JJ IN DT NN .       
1415	"But in a fiction, in a dream of passion,"	23	1	3	55	0	0	0	2	0	0	2	0	0	9	0	0	0	1	1	1	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	2	0	1																						3847	3781	2789	1230	2235	2366	1406	4845	2691	13	0	0	1	0	0	0	0	0	-1	3847	3847	3847	3847	3847	3847	3847	3847	3847	3847	3847	3847	3847	3847	3847	3847	3847	3847	CC	IN	DT	NN	IN	DT	NN	IN	NN							CC IN DT NN IN DT NN IN NN      
1416	Could force his soul so to his own conceit	0	0	4	54	0	0	0	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	2	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0																						1997	605	3937	1877	480	4309	4034	993	3918	4921	0	0	0	0	0	0	0	0	-1	1997	1997	1997	1997	1997	1997	1997	1997	1997	1997	1997	1997	1997	1997	1997	1997	1997	1997	MD	VB	PRP$	NN	RB	TO	PRP$	JJ	NN							MD VB PRP$ NN RB TO PRP$ JJ NN      
1417	"That from her working all his visage wann''d,"	0	0	5	53	0	0	1	2	0	0	1	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0																						2440	3494	2685	481	2860	3981	3144	2347	973	151	0	0	0	0	0	0	0	0	-1	2440	2440	2440	2440	2440	2440	2440	2440	2440	2440	2440	2440	2440	2440	2440	2440	2440	2440	DT	IN	PRP$	VBG	PDT	PRP$	NN	.								DT IN PRP$ VBG PDT PRP$ NN .       
1418	"Tears in his eyes, distraction in''s aspect,"	0	0	6	52	0	0	2	2	0	0	2	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0																						3478	2927	1421	313	807	2036	341	217	3816	4009	0	0	0	0	0	0	0	0	-1	3478	3478	3478	3478	3478	3478	3478	3478	3478	3478	3478	3478	3478	3478	3478	3478	3478	3478	NNS	IN	PRP$	NN	NN	.	.									NNS IN PRP$ NN NN . .        
1419	"A broken voice, and his whole function suiting"	17	1	7	51	0	0	3	2	0	0	1	0	0	8	0	0	0	1	1	1	17	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1	0	1																						1313	2357	328	3789	1973	3489	2368	1763	2494	4466	0	0	0	1	0	0	0	0	-1	1313	-1	-1	1313	1313	1313	1313	1313	1313	1313	269	213	1313	1313	1313	1313	1313	1313	DT	JJ	NN	CC	PRP$	JJ	NN	VBG								DT JJ NN CC PRP$ JJ NN VBG       
1420	With forms to his conceit? and all for nothing!	0	0	8	50	0	0	0	2	0	0	0	0	0	9	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	2	0	0	1	0	1																						3446	473	2890	3706	1916	499	641	3493	4818	457	0	0	0	0	0	0	0	0	-1	3446	3446	3446	3446	3446	3446	3446	3446	3446	3446	3446	3446	3446	3446	3446	3446	3446	3446	IN	NNS	TO	PRP$	NN	CC	DT	IN	NN							IN NNS TO PRP$ NN CC DT IN NN      
1421	For Hecuba!	0	0	9	49	0	0	0	2	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0																						355	35	3002	252	1085	1645	699	4045	1491	447	0	0	0	0	0	0	0	0	-1	355	355	355	355	355	355	355	355	355	355	355	355	355	355	355	355	355	355	IN	PRP$														IN PRP$             
1422	"What''s Hecuba to him, or he to Hecuba,"	14	1	10	48	0	0	1	2	0	0	2	0	0	8	0	1	0	1	1	1	14	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1																						2965	611	3361	4798	1951	1870	677	3586	4267	3037	0	0	0	0	0	1	0	1	1	2965	2965	2965	2965	2965	2965	2965	2965	2965	2965	2965	2965	2965	2965	2965	2965	2965	2965	NNP	NNP	TO	VB	CC	PRP	TO	.								NNP NNP TO VB CC PRP TO .       
1423	"That he should weep for her? What would he do,"	0	0	11	47	0	0	0	2	0	0	1	0	0	10	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0																						4124	1098	4639	2826	2516	3023	777	909	3194	1965	0	0	0	0	0	0	0	0	-1	4124	4124	4124	4124	4124	4124	4124	4124	4124	4124	4124	4124	4124	4124	4124	4124	4124	4124	IN	PRP	MD	VB	IN	PRP	WP	MD	PRP	VB						IN PRP MD VB IN PRP WP MD PRP VB     
1424	Had he the motive and the cue for passion	17	1	12	46	0	0	1	2	0	0	0	0	0	9	0	0	0	1	1	1	17	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	2	0	1																						2229	165	2285	731	2702	3590	1761	4981	4691	4917	0	0	0	1	0	0	0	0	-1	2229	-1	-1	2229	2229	2229	2229	2229	2229	2229	1878	574	2229	2229	2229	2229	2229	2229	VBD	PRP	DT	NN	CC	DT	NN	IN	NN							VBD PRP DT NN CC DT NN IN NN      
1425	That I have? He would drown the stage with tears	0	0	13	45	0	0	0	2	1	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	1	0	0	0	0	2	0	0	1	0	0																						4475	4067	546	27	549	4438	4690	1890	2037	2219	0	0	0	0	0	0	0	0	-1	4475	4475	4475	4475	4475	4475	4475	4475	4475	4475	4475	4475	4475	4475	4475	4475	4475	4475	IN	PRP	VBP	PRP	MD	VB	DT	NN	IN	NNS						IN PRP VBP PRP MD VB DT NN IN NNS     
1426	"And cleave the general ear with horrid speech,"	0	0	14	44	0	0	1	2	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	0	1	0	1																						2998	999	1356	4941	4104	3562	2469	3883	4205	4328	0	0	0	0	0	0	0	0	-1	2998	2998	2998	2998	2998	2998	2998	2998	2998	2998	2998	2998	2998	2998	2998	2998	2998	2998	CC	VB	DT	JJ	NN	IN	JJ	NN								CC VB DT JJ NN IN JJ NN       
1427	"Make mad the guilty and appal the free,"	0	0	15	43	0	0	0	2	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	2	0	1																						1586	2806	885	4765	4965	294	214	1202	831	3320	0	0	0	0	0	0	0	0	-1	1586	1586	1586	1586	1586	1586	1586	1586	1586	1586	1586	1586	1586	1586	1586	1586	1586	1586	VB	JJ	DT	JJ	CC	JJ	DT	NN								VB JJ DT JJ CC JJ DT NN       
1428	"Confound the ignorant, and amaze indeed"	0	0	16	42	0	0	1	2	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2																						1599	2945	3994	4111	4706	1986	2221	310	4812	390	0	0	0	0	0	0	0	0	-1	1599	1599	1599	1599	1599	1599	1599	1599	1599	1599	1599	1599	1599	1599	1599	1599	1599	1599	CC	DT	NN	CC	VBP	RB										CC DT NN CC VBP RB         
1429	"The very faculties of eyes and ears. Yet I,"	0	0	17	41	0	0	2	2	1	1	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	1	0	1																						4106	2596	1919	3031	1033	1946	1976	1074	2774	585	0	0	0	0	0	0	0	0	-1	4106	4106	4106	4106	4106	4106	4106	4106	4106	4106	4106	4106	4106	4106	4106	4106	4106	4106	DT	JJ	NNS	IN	NNS	CC	VBD	RB	.							DT JJ NNS IN NNS CC VBD RB .      
1430	"A dull and muddy-mettled rascal, peak,"	0	0	18	40	0	0	3	2	0	0	2	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1	0	1																						2856	3256	3964	148	525	3198	202	1010	4194	4837	0	0	0	0	0	0	0	0	-1	2856	2856	2856	2856	2856	2856	2856	2856	2856	2856	2856	2856	2856	2856	2856	2856	2856	2856	DT	JJ	CC	JJ	NN	NN										DT JJ CC JJ NN NN         
1431	"Like John-a-dreams, unpregnant of my cause,"	0	0	19	39	0	0	4	2	0	0	2	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	2	0	0	0	0	0																						1870	2755	4297	4999	4325	73	2771	570	3347	558	0	0	0	0	0	0	0	0	-1	1870	1870	1870	1870	1870	1870	1870	1870	1870	1870	1870	1870	1870	1870	1870	1870	1870	1870	IN	NNP	JJ	IN	PRP$	NN										IN NNP JJ IN PRP$ NN         
1432	"And can say nothing; no, not for a king,"	0	0	20	38	0	0	5	2	0	0	2	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	1	0	1																						1794	3652	3649	2343	3728	1721	3361	1225	1448	2187	0	0	0	0	0	0	0	0	-1	1794	1794	1794	1794	1794	1794	1794	1794	1794	1794	1794	1794	1794	1794	1794	1794	1794	1794	CC	MD	VB	NN	","	RB	IN	DT	NN							"CC MD VB NN , RB IN DT NN      "
1433	Upon whose property and most dear life	23	1	21	37	0	0	0	2	0	0	0	0	0	7	0	0	0	1	1	1	23	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	1																						1654	4921	2516	1406	3647	4663	2725	47	544	1229	0	0	1	0	0	0	0	0	-1	1654	-1	1654	1654	1654	-1	1654	1654	1654	1654	1641	1654	1654	1654	326	1654	1654	1654	IN	WP$	NN	CC	RBS	JJ	NN									IN WP$ NN CC RBS JJ NN        
1434	A damn''d defeat was made. Am I a coward?	33	1	22	36	0	0	0	2	1	1	0	0	0	9	1	1	0	1	1	1	33	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	1	0	0	0	2	0	0																						1099	1051	296	1782	1002	1778	2540	2688	3547	3161	0	0	0	0	0	0	0	1	1	-1	-1	1099	1099	1099	1099	1099	1099	1099	395	2107	1099	1099	1099	1099	1099	1099	1099	DT	JJ	NN	VBD	VBN	NNP	PRP	DT	NN							DT JJ NN VBD VBN NNP PRP DT NN      
1435	Who calls me villain? breaks my pate across?	21	1	23	35	0	0	0	2	0	0	0	0	0	8	2	0	0	1	1	1	21	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0																						1837	2964	3030	3626	3955	1540	541	2182	2735	2774	0	0	0	0	0	0	1	1	1	-1	-1	1837	1837	1837	1837	1837	1837	-1	309	245	1837	1837	1837	1837	1837	1837	23	WP	VBZ	PRP	NN	VBZ	PRP$	NN	.								WP VBZ PRP NN VBZ PRP$ NN .       
1436	"Plucks off my beard, and blows it in my face?"	0	0	24	34	0	0	0	2	0	0	1	0	0	10	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	2	0	0	0	0	0	2	0	0	0	0	1																						2111	268	2483	4586	2878	4904	3839	3978	4926	696	0	0	0	0	0	0	0	0	-1	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	NNS	IN	PRP$	NN	CC	VBZ	PRP	IN	PRP$	NN						NNS IN PRP$ NN CC VBZ PRP IN PRP$ NN     
1437	"Tweaks me by the nose? gives me the lie i'' the throat,"	0	0	25	33	0	0	1	4	0	0	1	0	0	12	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	3	0	0	0	0	0	2	0	0	3	0	0																						2082	2584	2158	3542	2955	2606	3337	4341	2595	937	0	0	0	0	0	0	0	0	-1	2082	2082	2082	2082	2082	2082	2082	2082	2082	2082	2082	2082	2082	2082	2082	2082	2082	2082	NNP	PRP	IN	DT	NN	VBZ	PRP	DT	NN	IN	DT	NN				NNP PRP IN DT NN VBZ PRP DT NN IN DT NN   
1438	As deep as to the lungs? who does me this?	0	0	26	32	0	0	2	4	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0																						847	4676	2759	4560	4457	105	4299	4883	2300	1186	0	0	0	0	0	0	0	0	-1	847	847	847	847	847	847	847	847	847	847	847	847	847	847	847	847	847	847	RB	JJ	IN	TO	DT	NN	WP	VBZ	PRP	.						RB JJ IN TO DT NN WP VBZ PRP .     
1439	Ha!	0	0	27	31	0	0	3	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						2378	3218	4970	49	3336	3796	4058	3611	752	916	0	0	0	0	0	0	0	0	-1	2378	2378	2378	2378	2378	2378	2378	2378	2378	2378	2378	2378	2378	2378	2378	2378	2378	2378	.															.              
1440	"Swounds, I should take it: for it cannot be"	0	0	28	30	0	0	0	4	1	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0																						132	3536	1605	3571	2913	2085	4885	4757	2713	2380	0	0	0	0	0	0	0	0	-1	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	NNP	PRP	MD	VB	VBN	IN	PRP	.	VB							NNP PRP MD VB VBN IN PRP . VB      
1441	But I am pigeon-liver''d and lack gall	0	0	29	29	0	0	1	4	1	0	0	0	1	7	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2																						1596	172	2072	3913	3999	4303	2120	3652	600	3925	0	0	0	0	0	0	0	0	-1	1596	1596	1596	1596	1596	1596	1596	1596	1596	1596	1596	1596	1596	1596	1596	1596	1596	1596	CC	PRP	VBP	NN	CC	NN	NN									CC PRP VBP NN CC NN NN        
1442	"To make oppression bitter, or ere this"	17	1	30	28	0	0	0	4	0	0	1	0	0	7	0	0	0	1	1	1	17	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1																						2091	4194	2042	1157	1394	4151	3219	2902	2903	2525	0	0	0	1	0	0	0	0	-1	2091	-1	-1	2091	2091	2091	2091	2091	2091	2091	1294	292	2091	2091	2091	2091	2091	2091	TO	VB	NN	JJ	CC	NNP	DT									TO VB NN JJ CC NNP DT        
1443	I should have fatted all the region kites	14	1	31	27	0	0	0	4	0	0	0	0	0	8	0	0	0	1	1	1	14	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0																						2065	2669	4569	2449	3220	3832	3000	2678	3465	4112	0	0	0	0	0	1	0	1	1	-1	-1	2065	2065	2065	2065	2065	-1	2065	253	704	2065	2065	2065	2065	2065	233	2065	PRP	MD	VB	VBN	PDT	DT	NN	NNS								PRP MD VB VBN PDT DT NN NNS       
1444	"With this slave''s offal: bloody, bawdy villain!"	10	0	32	26	0	0	0	4	0	0	1	0	0	7	0	1	1	1	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	1	0	0																						2038	693	1229	2643	2167	4560	2413	1406	972	4255	0	1	0	0	0	0	1	1	1	-1	2038	2038	2038	-1	2038	2038	2038	-1	888	2038	2038	2038	13	2038	2038	2038	2	IN	DT	NN	IN	NN	NN	NN									IN DT NN IN NN NN NN        
1445	"Remorseless, treacherous, lecherous, kindless villain!"	7	0	33	25	0	0	0	4	0	0	3	0	0	5	0	0	1	1	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0																						3803	105	3421	3683	4957	4857	1683	69	543	4542	0	0	0	0	0	1	0	1	1	3803	3803	3803	3803	3803	3803	3803	3803	3803	3803	3803	3803	3803	3803	3803	3803	3803	3803	NNP	NN	NN	JJ	NN											NNP NN NN JJ NN          
1446	"O, vengeance!"	26	1	34	24	0	0	0	4	0	0	1	0	0	2	0	0	1	0	1	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0																						3149	3329	3135	1111	4033	347	4910	4258	4684	1466	0	0	0	0	0	0	1	1	1	3149	3149	3149	3149	3149	3149	3149	3149	3149	3149	3149	3149	3149	3149	3149	3149	3149	3149	NNP	NN														NNP NN             
1447	"Why, what an ass am I! This is most brave,"	23	1	35	23	0	0	0	4	1	0	2	0	0	10	0	0	1	1	1	1	23	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	2	0	0																						1234	1101	4548	2698	1721	3099	2253	388	2018	684	0	0	1	0	0	0	0	0	-1	1234	-1	1234	1234	1234	-1	1234	1234	1234	1234	79	1234	1234	1234	99	1234	1234	1234	IN	WP	DT	NN	VBP	JJ	DT	VBZ	RBS	JJS						IN WP DT NN VBP JJ DT VBZ RBS JJS     
1448	"That I, the son of a dear father murder''d,"	0	0	36	22	0	0	0	4	1	0	2	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	1	0	0	3	0	0																						4394	544	4475	4283	3136	3913	1033	836	4998	620	0	0	0	0	0	0	0	0	-1	4394	4394	4394	4394	4394	4394	4394	4394	4394	4394	4394	4394	4394	4394	4394	4394	4394	4394	DT	NN	DT	NN	IN	DT	JJ	NN	NN							DT NN DT NN IN DT JJ NN NN      
1449	"Prompted to my revenge by heaven and hell,"	23	1	37	21	0	0	0	4	0	0	1	0	0	8	0	0	0	1	1	1	23	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	1																						12	4159	3303	3078	784	4650	1898	4013	1417	4101	0	0	1	0	0	0	0	0	-1	12	-1	12	12	12	-1	12	12	12	12	1936	12	12	12	239	12	12	12	VBN	TO	PRP$	NN	IN	NN	CC	NN								VBN TO PRP$ NN IN NN CC NN       
1450	"Must, like a whore, unpack my heart with words,"	0	0	38	20	0	0	0	4	0	0	3	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	1	0	0	0	0	2	0	0	1	0	0																						3125	3416	948	1577	4039	4147	4266	1666	4810	2547	0	0	0	0	0	0	0	0	-1	3125	3125	3125	3125	3125	3125	3125	3125	3125	3125	3125	3125	3125	3125	3125	3125	3125	3125	MD	IN	DT	NN	NN	PRP$	NN	IN	NN							MD IN DT NN NN PRP$ NN IN NN      
1451	"And fall a-cursing, like a very drab,"	0	0	39	19	0	0	1	4	0	0	2	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1																						1077	2665	4761	4352	931	3774	4842	442	183	2986	0	0	0	0	0	0	0	0	-1	1077	1077	1077	1077	1077	1077	1077	1077	1077	1077	1077	1077	1077	1077	1077	1077	1077	1077	CC	VB	NN	IN	DT	RB	JJ									CC VB NN IN DT RB JJ        
1452	A scullion!	0	0	40	18	0	0	2	4	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0																						2356	2699	832	3425	79	370	3928	1350	1544	2393	0	0	0	0	0	0	0	0	-1	2356	2356	2356	2356	2356	2356	2356	2356	2356	2356	2356	2356	2356	2356	2356	2356	2356	2356	DT	NN														DT NN             
1453	"Fie upon''t! foh! About, my brain! I have heard"	0	0	41	17	0	0	3	4	1	0	1	0	0	9	0	1	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0																						2665	1309	3961	2617	3908	1095	4147	1208	3242	2832	0	0	0	0	0	0	0	0	-1	2665	2665	2665	2665	2665	2665	2665	2665	2665	2665	2665	2665	2665	2665	2665	2665	2665	2665	JJ	IN	NN	IN	PRP$	NN	PRP	VBP	VBN							JJ IN NN IN PRP$ NN PRP VBP VBN      
1454	That guilty creatures sitting at a play	17	1	42	16	0	0	4	4	0	0	0	0	0	7	0	0	0	1	1	1	17	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	2	0	0																						2010	2940	4924	123	653	1896	4727	3176	843	6	0	0	0	1	0	0	0	0	-1	2010	-1	-1	2010	2010	2010	2010	2010	2010	2010	58	447	2010	2010	2010	2010	2010	2010	DT	JJ	NNS	VBG	IN	DT	NN									DT JJ NNS VBG IN DT NN        
1455	Have by the very cunning of the scene	0	0	43	15	0	0	0	4	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	0	2	0	0																						2666	1873	3657	842	1076	1853	4029	612	782	4873	0	0	0	0	0	0	0	0	-1	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	2666	VBP	IN	DT	JJ	NN	IN	DT	NN								VBP IN DT JJ NN IN DT NN       
1456	Been struck so to the soul that presently	0	0	44	14	0	0	1	4	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0																						1995	325	1599	2974	2493	4210	3015	992	1256	2852	0	0	0	0	0	0	0	0	-1	1995	1995	1995	1995	1995	1995	1995	1995	1995	1995	1995	1995	1995	1995	1995	1995	1995	1995	NNP	VBD	RB	TO	DT	NN	IN	RB								NNP VBD RB TO DT NN IN RB       
1457	They have proclaim''d their malefactions;	10	0	45	13	0	0	2	4	0	0	0	1	0	5	0	1	0	1	0	1	10	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0																						744	348	3788	212	4165	3826	27	797	2226	4385	0	1	0	0	0	0	1	1	1	-1	744	744	744	-1	744	744	744	-1	14	744	744	744	17	744	744	744	71	PRP	VBP	VBN	PRP$	NN											PRP VBP VBN PRP$ NN          
1458	"For murder, though it have no tongue, will speak"	21	1	46	12	0	0	0	4	0	0	2	0	0	9	0	0	0	1	1	1	21	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	2	0	0	1	0	0																						2484	1091	497	1505	1185	3202	4187	3929	2039	4050	0	0	0	0	0	0	1	1	1	-1	2484	2484	2484	2484	2484	2484	2484	2484	520	2484	2484	2484	2484	2484	2484	2484	2484	IN	NN	IN	PRP	VBP	DT	NN	MD	VB							IN NN IN PRP VBP DT NN MD VB      
1459	With most miraculous organ. I''ll have these players	0	0	47	11	0	0	0	4	0	1	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0	0																						1877	1909	4088	3707	1384	3410	2128	2563	4799	2537	0	0	0	0	0	0	0	0	-1	1877	1877	1877	1877	1877	1877	1877	1877	1877	1877	1877	1877	1877	1877	1877	1877	1877	1877	IN	JJS	JJ	NN	NNP	VBP	DT	NNS								IN JJS JJ NN NNP VBP DT NNS       
1460	Play something like the murder of my father	0	0	48	10	0	0	1	4	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	2	0	0	1	0	0																						1763	2540	933	482	4856	2957	4408	3684	1823	3557	0	0	0	0	0	0	0	0	-1	1763	1763	1763	1763	1763	1763	1763	1763	1763	1763	1763	1763	1763	1763	1763	1763	1763	1763	NNP	NN	IN	DT	NN	IN	PRP$	NN								NNP NN IN DT NN IN PRP$ NN       
